,case_ma,vacc_rate
0,,
1,,
2,,
3,,
4,,
5,,
6,,
7,0.0,
8,0.0,
9,0.0,
10,0.0,
11,0.0,
12,0.0,
13,0.0,
14,0.0,
15,0.0,
16,0.0,
17,0.0,
18,0.0,
19,0.0,
20,0.0,
21,0.0,
22,0.0,
23,0.0,
24,0.0,
25,0.0,
26,0.0,
27,0.0,
28,0.0,
29,0.0,
30,0.0,
31,0.0,
32,0.0,
33,0.0,
34,0.0,
35,0.0,
36,0.0,
37,0.0,
38,0.0,
39,0.0,
40,0.0,
41,0.0,
42,0.0,
43,0.0,
44,0.0,
45,0.0,
46,3.739575932089301e-05,
47,3.739575932089301e-05,
48,3.739575932089301e-05,
49,3.739575932089301e-05,
50,0.00018697879660446506,
51,0.00022437455592535805,
52,0.00022437455592535805,
53,0.00026177031524625107,
54,0.0004487491118507161,
55,0.0005609363898133952,
56,0.0007479151864178602,
57,0.0010844770203058973,
58,0.0014210388541939345,
59,0.0017949964474028644,
60,0.0020567667626491155,
61,0.0024307243558580457,
62,0.002842077708387869,
63,0.003889158969372873,
64,0.005085823267641449,
65,0.005983321491342882,
66,0.007853109457387533,
67,0.009648105904790396,
68,0.010882165962379866,
69,0.01256497513182005,
70,0.013350286077558804,
71,0.014210388541939343,
72,0.015556635877491492,
73,0.016229759545267567,
74,0.015930593470700423,
75,0.01780038143674507,
76,0.01761340264014061,
77,0.020979020979020976,
78,0.020717250663774726,
79,0.02026850155192401,
80,0.021091208256983657,
81,0.021913914962043302,
82,0.019782356680752403,
83,0.01963277364346883,
84,0.016790695935080962,
85,0.018024755992670432,
86,0.020193710033282224,
87,0.019670169402789723,
88,0.01922142029093901,
89,0.022811413185744735,
90,0.022437455592535804,
91,0.02685015519240118,
92,0.03346920459219924,
93,0.040050858232676415,
94,0.04738042705957144,
95,0.04958677685950413,
96,0.050222504767959315,
97,0.05482218316442915,
98,0.05699113720504095,
99,0.06559216184884634,
100,0.06256310534385401,
101,0.06319883325230918,
102,0.06940652929957743,
103,0.0716876706181519,
104,0.07352006282487565,
105,0.07479151864178603,
106,0.07138850454358475,
107,0.07673609812647246,
108,0.07490370591974871,
109,0.07292173067574137,
110,0.06989267417074904,
111,0.06903257170636849,
112,0.06574174488612991,
113,0.05826259302195131,
114,0.05269062488313825,
115,0.04644553307654912,
116,0.03971429639878838,
117,0.04790396769006395,
118,0.041584084364833025,
119,0.04214502075464642,
120,0.03649826109719157,
121,0.042182416513967314,
122,0.03956471336150481,
123,0.03780711267342283,
124,0.025541303616169925,
125,0.03238472757189335,
126,0.029131296510975655,
127,0.028308589805916006,
128,0.02722411278561011,
129,0.026737967914438502,
130,0.026588384877154928,
131,0.036460865337870685,
132,0.02958004562282637,
133,0.030888897199057627,
134,0.029505254104184583,
135,0.02498036722635653,
136,0.02498036722635653,
137,0.026251823043266894,
