,case_ma,vacc_rate
0,,
1,,
2,,
3,,
4,,
5,,
6,,
7,0.0,
8,0.0,
9,0.0,
10,0.0,
11,0.0,
12,0.0,
13,0.0,
14,0.0,
15,0.0,
16,0.0,
17,0.0,
18,0.0,
19,0.0,
20,0.0,
21,0.0,
22,0.0,
23,0.0,
24,0.0,
25,0.0,
26,0.0,
27,0.0,
28,0.0,
29,0.0,
30,0.0,
31,0.0,
32,0.0,
33,0.0,
34,0.0,
35,0.0,
36,0.0,
37,0.0,
38,0.0,
39,0.0,
40,0.0,
41,0.0,
42,0.0,
43,0.0,
44,0.0,
45,0.0,
46,0.0002096875655273642,
47,0.0002096875655273642,
48,0.0002096875655273642,
49,0.0002096875655273642,
50,0.0004193751310547284,
51,0.0004193751310547284,
52,0.0008387502621094568,
53,0.0006290626965820926,
54,0.0014678129586915495,
55,0.002306563220801006,
56,0.0035646886139651915,
57,0.003774376179492556,
58,0.006290626965820926,
59,0.009226252883204025,
60,0.010274690710840848,
61,0.014258754455860766,
62,0.01740406793877123,
63,0.022017194380373244,
64,0.028936884042776265,
65,0.03187250996015936,
66,0.03417907318096037,
67,0.037953449360452925,
68,0.037743761794925564,
69,0.04130845040889075,
70,0.04130845040889075,
71,0.037743761794925564,
72,0.04298595093310966,
73,0.05242189138184106,
74,0.05829314321660725,
75,0.06018033130635353,
76,0.05934158104424408,
77,0.0597609561752988,
78,0.06080939400293563,
79,0.06080939400293563,
80,0.05242189138184106,
81,0.04508282658838331,
82,0.04298595093310966,
83,0.037114699098343466,
84,0.03229188509121409,
85,0.02935625917383099,
86,0.020968756552736424,
87,0.019081568462990143,
88,0.017613755504298594,
89,0.013629691759278676,
90,0.01342000419375131,
91,0.012790941497169216,
92,0.011742503669532396,
93,0.009855315579786118,
94,0.008177815055567203,
95,0.00796812749003984,
96,0.008597190186621933,
97,0.009435940448731391,
98,0.008597190186621933,
99,0.008597190186621933,
100,0.01090375340742294,
101,0.009226252883204025,
102,0.010065003145313481,
103,0.010065003145313481,
104,0.009226252883204025,
105,0.009855315579786118,
106,0.010484378276368212,
107,0.008177815055567203,
108,0.007339064793457748,
109,0.006080939400293563,
110,0.005032501572656741,
111,0.004613126441602012,
112,0.004822814007129377,
113,0.0033550010484378274,
114,0.0033550010484378274,
115,0.002725938351855735,
116,0.002935625917383099,
117,0.002935625917383099,
118,0.0033550010484378274,
119,0.002725938351855735,
120,0.00398406374501992,
121,0.00398406374501992,
122,0.004822814007129377,
123,0.0033550010484378274,
124,0.004613126441602012,
125,0.005032501572656741,
126,0.005661564269238834,
127,0.004822814007129377,
128,0.004822814007129377,
129,0.0044034388760746486,
130,0.005242189138184106,
131,0.0044034388760746486,
132,0.0044034388760746486,
133,0.00398406374501992,
134,0.01090375340742294,
135,0.01090375340742294,
136,0.014468442021388132,
137,0.017194380373243865,
