,case_ma,vacc_rate
0,,
1,,
2,,
3,,
4,,
5,,
6,,
7,0.0,
8,0.0,
9,0.0,
10,0.0,
11,0.0,
12,0.0,
13,0.0,
14,0.0,
15,0.0,
16,0.0,
17,0.0,
18,0.0,
19,0.0,
20,0.0,
21,0.0,
22,0.0,
23,0.0,
24,0.0,
25,0.0,
26,0.0,
27,0.0,
28,0.0,
29,0.0,
30,0.0,
31,0.0,
32,0.0,
33,0.0,
34,0.0,
35,0.0,
36,0.0,
37,0.0,
38,0.0,
39,0.0,
40,0.0,
41,0.0,
42,0.0,
43,0.0,
44,0.0,
45,0.0,
46,0.0,
47,0.0,
48,0.0,
49,0.0,
50,0.0,
51,0.00012897567518765964,
52,0.00028374648541285117,
53,0.0005674929708257023,
54,0.0007480589160884258,
55,0.001006010266463745,
56,0.0013155518869141282,
57,0.00201202053292749,
58,0.0026053086387907245,
59,0.0030954162045038307,
60,0.003740294580442129,
61,0.004307787551267831,
62,0.005236412412618981,
63,0.008641370237573194,
64,0.011685196172001961,
65,0.013748806975004515,
66,0.015115949131993706,
67,0.016973198854696007,
68,0.019217375602961283,
69,0.019475326953336605,
70,0.018572497227022988,
71,0.019062604792736092,
72,0.023086645858591073,
73,0.023602548559341713,
74,0.026182062063094903,
75,0.027394433409858907,
76,0.030954162045038307,
77,0.03588103283720691,
78,0.04044677173885006,
79,0.037996233910284526,
80,0.04204607011117704,
81,0.044909330100343085,
82,0.04637965279748239,
83,0.045244666855831,
84,0.044883534965305553,
85,0.040292000928624866,
86,0.03889906363659814,
87,0.037583511749684016,
88,0.033946397709392014,
89,0.03283720690277814,
90,0.035236154461268605,
91,0.035107178786080946,
92,0.036758067428483,
93,0.038976449041710735,
94,0.038537931746072694,
95,0.03920860525704852,
96,0.03773828255990921,
97,0.036809657698558054,
98,0.03399798797946708,
99,0.03193437717646452,
100,0.03270823122759048,
101,0.03606159878246963,
102,0.037867258235096866,
103,0.040575747414037716,
104,0.04364536848350402,
105,0.04578636469161917,
106,0.0511517527794258,
107,0.05391183222844172,
108,0.053060592772203166,
109,0.05169345061521398,
110,0.05298320736709058,
111,0.05241571439626487,
112,0.0517966311553641,
113,0.05282843655686538,
114,0.05166765548017645,
115,0.05166765548017645,
116,0.04846905873552249,
117,0.04937188846183611,
118,0.049165527381535845,
119,0.06061856733820002,
120,0.05974153274692393,
121,0.05889029329068539,
122,0.0639977300281167,
123,0.07065287486779993,
124,0.08037764077694948,
125,0.08445327211287952,
126,0.07686950241184513,
127,0.08107410942296284,
128,0.0866974488611448,
129,0.08269920293032736,
130,0.0862073412954317,
131,0.07872675213454744,
132,0.07168468026930122,
133,0.06510692083473058,
134,0.05708463383805815,
135,0.05267366574664019,
136,0.060644362473237554,
137,0.05976732788196147,
138,0.060463796527974824,
139,0.06820233703923441,
140,0.07926844997033561,
