,case_ma,vacc_rate
0,,
1,,
2,,
3,,
4,,
5,,
6,,
7,0.0,
8,0.0,
9,0.0,
10,0.0,
11,0.0,
12,0.0,
13,0.0,
14,0.0,
15,0.0,
16,0.0,
17,0.0,
18,0.0,
19,0.0,
20,0.0,
21,0.0,
22,0.0,
23,0.0,
24,0.0,
25,0.0,
26,0.0,
27,0.0,
28,0.0,
29,0.0,
30,0.0,
31,0.0,
32,0.0,
33,0.0,
34,0.0,
35,0.0,
36,0.0,
37,0.0,
38,0.0,
39,0.0,
40,0.0,
41,0.0,
42,0.0,
43,0.0,
44,3.099717925668765e-05,
45,3.099717925668765e-05,
46,3.099717925668765e-05,
47,7.439323021605034e-05,
48,9.299153777006293e-05,
49,0.00011158984532407553,
50,0.00013638758872942564,
51,0.00010539040947273798,
52,0.00010539040947273798,
53,0.00031617122841821394,
54,0.0002727751774588513,
55,0.00029757292086420137,
56,0.0003967638944856018,
57,0.0005331514832150275,
58,0.000948513685254642,
59,0.0013204798363348935,
60,0.0012832832212268685,
61,0.001432069681658969,
62,0.004023433867518056,
63,0.005536096215244413,
64,0.007972474504820063,
65,0.009646322184681195,
66,0.01123957719847494,
67,0.014190508663711604,
68,0.016037940547410187,
69,0.01583335916431605,
70,0.018728495706890672,
71,0.020278354669725055,
72,0.022274573013855742,
73,0.025194507299835717,
74,0.02629180744552246,
75,0.02727131831003379,
76,0.030966182077430956,
77,0.03321037785561515,
78,0.034499860512693346,
79,0.03934781934843929,
80,0.03998016180527573,
81,0.04148042528129941,
82,0.04112085800192183,
83,0.039447010322060695,
84,0.03805833669136109,
85,0.03859148817457612,
86,0.03533678435262392,
87,0.03533058491677257,
88,0.03371873159542482,
89,0.03441926784662596,
90,0.03454325656365271,
91,0.03457425374290939,
92,0.034028703387991695,
93,0.03369393385201947,
94,0.034177489848423795,
95,0.035386379839434615,
96,0.03619850593595983,
97,0.037041629211741735,
98,0.03710362357025511,
99,0.038083134434766436,
100,0.03981897647314095,
101,0.04183999256067698,
102,0.042881497783701684,
103,0.04361303121415951,
104,0.04462353925792753,
105,0.04567744335265492,
106,0.04527448002231797,
107,0.04575183658287096,
108,0.04549146027711479,
109,0.04538606986764205,
110,0.04672514801153096,
111,0.04760546790242089,
112,0.049477697529524814,
113,0.05245342673816684,
114,0.053246954527138034,
115,0.05665664424537368,
116,0.055267970614674075,
117,0.05470382195220236,
118,0.054951799386255856,
119,0.05529896779393075,
120,0.052180651560707975,
121,0.05115154520938595,
122,0.046557763243544846,
123,0.04689253277951707,
124,0.04511949412603454,
125,0.04121384953969189,
126,0.04090387774712501,
127,0.046545364371842174,
128,0.04684913672855771,
129,0.04853538328012151,
130,0.05541675707510617,
131,0.055230773999566045,
132,0.06204395400018599,
133,0.06416416106134343,
134,0.06288707727596789,
135,0.06575741607513716,
136,0.06952667307275039,
