,case_ma,vacc_rate
0,,
1,,
2,,
3,,
4,,
5,,
6,,
7,0.0,
8,0.0,
9,0.0,
10,0.0,
11,0.0,
12,0.0,
13,0.0,
14,0.0,
15,0.0,
16,0.0,
17,0.0,
18,0.0,
19,0.0,
20,0.0,
21,0.0,
22,0.0,
23,0.0,
24,0.0,
25,0.0,
26,0.0,
27,0.0,
28,0.0,
29,0.0,
30,0.0,
31,0.0,
32,0.0,
33,0.0,
34,0.0,
35,0.0,
36,0.0,
37,0.0,
38,0.0,
39,0.0,
40,0.0,
41,0.0,
42,0.0,
43,0.0,
44,8.464294783172982e-05,
45,0.00019750021160736957,
46,0.00019750021160736957,
47,0.00039500042321473914,
48,0.0005078576869903789,
49,0.0006771435826538385,
50,0.001382501481251587,
51,0.0020596450639054254,
52,0.0025957170668397143,
53,0.003470360861100923,
54,0.004091075811866941,
55,0.00465536213074514,
56,0.00448607623508168,
57,0.006432864035211466,
58,0.008041080044014333,
59,0.010608582794910138,
60,0.013006799650142483,
61,0.015828231244533475,
62,0.020540022007166436,
63,0.025477527297350675,
64,0.03250289196738425,
65,0.038681827159100526,
66,0.044747905087041163,
67,0.04838755184380555,
68,0.05372005755720452,
69,0.05795220494879102,
70,0.06362328245351692,
71,0.0647518550912733,
72,0.06887114521908416,
73,0.07064864712355048,
74,0.07459865135569788,
75,0.07189007702508253,
76,0.06952007448579409,
77,0.0652879270942076,
78,0.06698078605084219,
79,0.06057613633157464,
80,0.058403634003893576,
81,0.054848630194960925,
82,0.055158987670343926,
83,0.05245041333972857,
84,0.051857912704906466,
85,0.07270829218745592,
86,0.0769122252630985,
87,0.07874615579945264,
88,0.07981829980532122,
89,0.08388116130124425,
90,0.08893152385520413,
91,0.09530795925852777,
92,0.07073329007138222,
93,0.08816973732471856,
94,0.09756510453404056,
95,0.1024743955082809,
96,0.1041954687808594,
97,0.109020116807268,
98,0.10924583133481927,
99,0.11508619473520863,
100,0.10143046581835623,
101,0.0942358152526592,
102,0.0922325988206416,
103,0.087718308269616,
104,0.08633580678836442,
105,0.08709759331884998,
106,0.08774652258555991,
107,0.08636402110430833,
108,0.08879045227548457,
109,0.08670259289563524,
110,0.08388116130124425,
111,0.0786615128516209,
112,0.07440115114409052,
113,0.06937900290607454,
114,0.06762971531755213,
115,0.06356685382162909,
116,0.06291792455491917,
117,0.06548542730581497,
118,0.06554185593770279,
119,0.06571114183336625,
120,0.06624721383630054,
121,0.06379256834918037,
122,0.06573935614931015,
123,0.06291792455491917,
124,0.0578957763169032,
125,0.05831899105606184,
126,0.05558220240950258,
127,0.05482041587901701,
128,0.06001185001269643,
129,0.060491493383742906,
130,0.06266399571142398,
131,0.06571114183336625,
132,0.06328471066218999,
133,0.06466721214344158,
134,0.06314363908247045,
135,0.05651327483565161,
136,0.04931862426995457,
137,0.04573540614507801,
138,0.04517111982619981,
139,0.043929689924667774,
140,0.04054397201139858,
141,0.03622718167198036,
142,0.03397003639646757,
143,0.03298253533843072,
144,0.03182574838473041,
145,0.031543605225291316,
146,0.030668961431030102,
147,0.03315182123409418,
148,0.03543718082555088,
149,0.03854075557938098,
150,0.03758146883728804,
151,0.03972575684902519,
152,0.03969754253308128,
153,0.04124932990999633,
154,0.04184183054481844,
155,0.0445504048754338,
156,0.045425048669695,
157,0.04725897920604914,
158,0.04988291058883278,
159,0.050983268910645266,
160,0.05140648364980391,
161,0.052845413762943313,
162,0.05287362807888723,
163,0.051208983438196534,
164,0.051970769968682114,
165,0.04965719606128149,
166,0.04923398132212284,
167,0.055017916090624376,
168,0.058939706006827866,
169,0.06128149423017239,
170,0.07276472081934374,
171,0.0769404395790424,
172,0.08041080044014333,
173,0.08427616172445898,
174,0.08529187709843974,
175,0.08577152046948622,
176,0.09028581102051181,
177,0.08901616680303585,
178,0.09014473944079225,
179,0.09090652597127782,
180,0.09361510030189317,
181,0.09482831588748131,
182,0.09956832096605818,
183,0.10123296560674885,
184,0.10255903845611264,
185,0.11282904945969585,
186,0.11844369833253392,
187,0.1129701210394154,
188,0.1203622718167198,
189,0.11596083852946984,
190,0.10978190333775358,
191,0.10800440143328725,
192,0.0982140338007505,
193,0.09542081652230341,
194,0.09601331715712552,
195,0.08690009310724262,
196,0.09011652512484834,
197,0.09121688344666083,
198,0.08706937900290607,
199,0.08625116384053268,
200,0.08303473182292695,
201,0.0866179499478035,
202,0.08596902068109358,
203,0.0780407979008549,
204,0.07852044127190136,
205,0.07462686567164178,
206,0.07093079028298958,
207,0.07098721891487741,
208,0.06582399909714189,
209,0.06181756623310668,
210,0.06057613633157464,
211,0.056682560731315064,
212,0.05778291905312755,
213,0.057726490421239736,
214,0.055553988093558666,
215,0.05561041672544648,
216,0.061196851282340654,
217,0.059024348954659585,
218,0.05964506390542561,
219,0.061704708969331036,
220,0.060886493806957646,
221,0.058685777163332675,
222,0.05874220579522049,
223,0.055695059673278216,
224,0.05716220410236154,
225,0.05482041587901701,
226,0.05301469965860678,
227,0.04545326298563891,
228,0.0496854103772254,
229,0.058149705160398385,
230,0.05355077166154107,
231,0.053607200293428886,
232,0.05357898597748497,
233,0.05191434133679428,
234,0.06356685382162909,
235,0.0658804277290297,
236,0.06249470981576052,
237,0.06847614479586943,
238,0.0780690122167988,
239,0.08345794656208559,
240,0.09178116976553903,
241,0.09714188979488192,
242,0.09956832096605818,
243,0.1042236830968033,
244,0.11150297661033208,
245,0.11229297745676155,
246,0.11488869452360126,
247,0.11787941201365573,
248,0.11728691137883362,
249,0.11923369917896338,
250,0.11545298084247947,
